A0,A1,A2,A3,A4,A5,A6,A7,A8,label,reason
37,0,80,2,34,0,43,46,4,0.0,0
43,0,84,7,42,2,41,43,2,0.0,0
45,0,81,0,46,6,36,35,0,0.0,0
51,2,82,0,50,25,31,33,2,0.0,0
37,2,110,6302,28,0,73,82,8,1.0,A3
49,0,86,0,50,1,37,37,0,0.0,0
38,1,86,0,38,8,49,48,0,0.0,0
45,1,78,0,44,0,34,34,0,0.0,0
48,0,83,0,46,0,34,36,2,0.0,0
41,2,89,1,42,0,48,48,0,0.0,0
37,6476,95,0,16,1,58,80,22,1.0,A1
55,0,98,0,54,22,42,44,2,0.0,0
37,0,80,1,28,19,43,52,8,0.0,0
44,0,81,0,44,19,37,37,0,0.0,0
49,0,86,6,46,14,38,40,2,0.0,0
37,0,81,7,24,0,44,57,14,0.0,0
44,1,79,0,44,1,35,35,0,0.0,0
37,0,90,0,26,5,52,64,12,0.0,0
37,0,77,0,38,5,39,38,0,0.0,0
39,1,100,0,38,0,61,62,0,0.0,0
46,1,86,8,46,2,41,40,0,0.0,0
49,0,87,1,46,3,38,41,2,0.0,0
49,0,88,0,46,30,39,41,2,0.0,0
37,0,82,6302,16,31,45,66,22,1.0,A3
44,5,79,0,42,0,35,37,2,0.0,0
41,0,78,2,42,0,37,424,0,1.0,A7
49,0,78,3,50,24262,29,29,0,1.0,A5
37,0,82,1,2,5,45,85,40,0.0,0
37,0,77,0,24,23,40,54,14,0.0,0
108,0,77,0,24,28,41,103,62,1.0,A0
45,0,86,0,46,6,40,39,0,0.0,0
37,4,90,2,8,7,53,82,30,0.0,0
57,1,106,1,56,0,49,424,0,1.0,A7
62,0,108,6,60,0,46,49,2,0.0,0
37,0,76,5,30,10,39,45,6,0.0,0
48,3,87,0,46,0,39,41,2,0.0,0
37,0,76,0,26,4,40,50,10,0.0,0
53,0,80,0,52,11,27,28,2,0.0,0
37,0,80,0,10,7,43,70,26,0.0,0
51,3,83,0,52,0,32,32,0,0.0,0
53,0,83,5,54,3,30,29,0,0.0,0
43,1,76,4,42,0,32,34,2,0.0,0
50,5,86,1,50,0,36,37,2,0.0,0
50,5,78,0,50,0,28,29,2,0.0,0
56,0,86,3,56,2,31,30,0,0.0,0
63,5,111,0,62,0,48,49,2,0.0,0
42,3,108,3,42,0,66,67,2,0.0,0
44,1,83,0,44,8,40,39,0,0.0,0
39,1,77,2,38,0,38,39,0,0.0,0
50,0,106,0,50,0,56,57,0,0.0,0
48,1,83,1,46,0,34,36,2,0.0,0
42,2,76,0,42,0,35,35,0,0.0,0
43,0,80,0,44,19,37,36,0,0.0,0
37,4,75,1,20,0,38,54,16,0.0,0
37,1,79,0,26,0,42,424,10,1.0,A7
53,3,81,0,52,15,28,29,2,0.0,0
37,0,76,0,26,23,40,424,10,1.0,A7
37,4,104,0,18,6,66,86,20,0.0,0
37,0,76,2,26,20,40,50,10,0.0,0
37,0,84,0,18,2,47,66,18,0.0,0
37,3,75,0,18,15,38,57,18,0.0,0
37,0,238,8,26,18,39,50,12,1.0,A2
48,0,81,5,46,0,33,34,2,0.0,0
37,0,83,0,4,0,46,88,42,0.0,0
37,0,79,0,6,4,42,424,32,1.0,A7
58,3,108,0,56,0,50,51,0,0.0,0
47,2,76,0,46,0,29,424,0,1.0,A7
37,0,94,2,12,12,57,81,24,0.0,0
41,2,86,0,42,2,46,45,476,1.0,A8
41,0,83,1,42,15,42,41,0,0.0,0
43,1,108,0,42,7,64,66,2,0.0,0
42,1,78,0,42,0,36,424,2,1.0,A7
41,1,106,1,42,4,65,65,0,0.0,0
45,0,78,3,44,10,33,34,2,0.0,0
40,0,79,2,38,0,39,40,2,0.0,0
53,4,83,0,52,20,30,32,2,0.0,0
56,0,91,0,54,13,35,37,2,0.0,0
41,0,83,0,38,16,42,44,2,0.0,0
51,0,88,0,52,31,37,37,0,0.0,0
46,0,78,3,46,3,32,32,0,0.0,0
43,0,84,2,42,2,41,43,2,0.0,0
37,5,77,0,20,0,40,56,16,0.0,0
51,0,238,0,52,7,35,35,0,1.0,A2
52,0,102,8,52,0,50,51,0,0.0,0
41,2,83,6302,42,0,41,41,0,1.0,A3
42,0,84,2,42,0,42,43,0,0.0,0
37,0,75,6302,30,4,38,44,6,1.0,A3
37,0,80,3,36,0,43,44,0,0.0,0
37,0,94,6,30,0,57,63,6,0.0,0
51,0,77,1,50,0,27,28,2,0.0,0
39,4,76,0,38,0,36,37,0,0.0,0
43,0,85,3,44,9,42,41,0,0.0,0
41,0,77,3,38,15,36,39,2,0.0,0
41,1,80,5,38,24262,39,41,2,1.0,A5
43,0,81,5,42,3,38,40,2,0.0,0
37,0,80,0,2,2,43,83,40,0.0,0
45,4,81,6,46,7,36,35,0,0.0,0
54,1,238,0,54,0,27,27,0,1.0,A2
37,0,238,0,34,30,46,49,2,1.0,A2
39,1,93,5,38,24262,54,55,0,1.0,A5
56,1,86,0,54,2,30,32,2,0.0,0
37,0,76,1,20,0,40,55,16,0.0,0
48,0,89,2,50,20,41,40,0,0.0,0
41,0,84,1,38,10,43,45,2,0.0,0
44,0,85,0,42,27,41,44,2,0.0,0
51,2,80,0,50,4,29,31,2,0.0,0
37,3,97,0,34,1,61,64,2,0.0,0
37,0,107,0,36,6,69,71,2,0.0,0
37,0,78,1,2,0,41,75,34,0.0,0
63,2,111,5,62,0,48,49,2,0.0,0
37,0,106,0,26,23,68,80,12,0.0,0
37,0,83,0,28,14,46,54,8,0.0,0
55,0,84,0,56,27,28,27,0,0.0,0
37,1,90,0,20,6,52,69,16,0.0,0
37,0,82,6,20,0,45,61,16,0.0,0
38,0,105,3,38,2,67,66,0,0.0,0
52,1,88,0,52,2,36,37,0,0.0,0
45,1,83,0,44,0,38,39,2,0.0,0
44,0,83,6,44,1,39,39,0,0.0,0
45,4,84,0,44,0,39,40,0,0.0,0
51,2,88,5,50,18,37,39,2,0.0,0
37,0,77,0,2,16,40,74,34,0.0,0
37,0,83,0,4,4,46,88,42,0.0,0
37,0,106,3,36,0,69,69,0,0.0,0
38,1,76,1,38,2,37,37,0,0.0,0
41,0,109,2,38,4,68,70,2,0.0,0
52,1,80,0,52,6,27,28,0,0.0,0
37,2,106,0,34,3,69,72,4,0.0,0
38,2,83,0,38,1,168,44,0,1.0,A6
37,0,79,0,6,23,42,74,32,0.0,0
52,0,87,4,52,0,35,35,0,0.0,0
37,0,77,0,10,4,40,66,26,0.0,0
37,0,80,0,537,11,43,59,16,1.0,A4
51,3,78,0,52,17,27,26,0,0.0,0
51,1,84,2,52,0,168,32,0,1.0,A6
53,1,86,7,52,15,33,35,2,0.0,0
41,1,77,0,42,6,36,35,0,0.0,0
45,1,80,0,46,7,35,34,0,0.0,0
41,0,88,0,38,5,48,50,2,0.0,0
37,0,104,0,26,11,67,78,12,0.0,0
45,3,77,0,46,14,31,30,0,0.0,0
37,0,76,0,28,14,40,48,8,0.0,0
50,3,80,0,50,0,30,31,2,0.0,0
41,0,83,3,42,24262,42,41,0,1.0,A5
37,0,81,4,34,1,43,47,4,0.0,0
53,0,84,0,52,23,31,32,2,0.0,0
41,0,82,2,38,5,41,43,2,0.0,0
37,0,77,2,20,7,40,56,16,0.0,0
37,1,106,4,34,38,69,72,4,0.0,0
46,4,81,0,46,3,35,35,0,0.0,0
45,0,89,1,537,17,44,45,2,1.0,A4
37,0,75,0,30,8,38,44,6,0.0,0
43,0,96,3,42,2,53,55,2,0.0,0
49,5,85,0,50,30,36,36,0,0.0,0
38,0,81,0,38,6,43,43,0,0.0,0
47,0,78,6302,46,0,31,32,0,1.0,A3
56,4,81,0,54,28,25,26,2,0.0,0
41,0,88,1,42,4,48,47,0,0.0,0
41,2,93,0,42,8,52,52,0,0.0,0
46,0,77,0,46,6,31,30,0,0.0,0
108,5,88,0,50,3,39,39,0,1.0,A0
44,0,88,2,44,0,44,44,0,0.0,0
54,6476,104,0,54,0,50,49,0,1.0,A1
38,2,75,0,38,0,37,36,0,0.0,0
43,0,75,0,44,29,32,31,0,0.0,0
45,1,83,0,44,2,37,39,2,0.0,0
37,0,76,0,36,6,39,40,2,0.0,0
53,1,86,8,54,24262,33,32,0,1.0,A5
41,0,87,5,38,3,46,48,2,0.0,0
41,2,86,0,42,4,46,45,0,0.0,0
48,0,77,6302,46,0,29,31,2,1.0,A3
36,2,77,0,36,0,41,41,0,0.0,0
46,2,80,0,44,29,34,36,2,0.0,0
38,2,91,8,6,0,53,86,34,0.0,0
40,5,86,0,38,0,46,48,2,0.0,0
63,0,111,2,62,0,48,49,2,0.0,0
54,0,79,3,54,0,26,25,0,0.0,0
44,0,108,0,42,16,64,66,2,0.0,0
45,2,84,0,44,0,39,40,2,0.0,0
44,0,76,6302,42,30,31,34,2,1.0,A3
44,0,83,0,44,16,39,39,0,0.0,0
37,0,75,0,28,22,38,424,8,1.0,A7
51,1,86,0,52,9,35,34,0,0.0,0
43,0,79,0,537,29,35,35,0,1.0,A4
58,1,86,2,56,3,28,30,2,0.0,0
53,0,81,0,52,18,28,29,2,0.0,0
49,5,94,0,46,6,45,48,2,0.0,0
37,0,83,0,12,7,46,70,24,0.0,0
53,2,81,0,54,14,28,27,0,0.0,0
46,4,80,2,46,0,34,34,0,0.0,0
43,0,89,0,44,21,46,45,0,0.0,0
47,1,81,0,46,0,35,35,0,0.0,0
37,0,79,1,16,3,42,63,22,0.0,0
41,5,78,0,42,18,37,37,0,0.0,0
53,0,86,0,54,18,33,32,0,0.0,0
40,0,77,6,38,0,38,39,2,0.0,0
37,0,77,0,12,26,41,65,24,0.0,0
41,2,81,7,42,2,39,39,0,0.0,0
37,1,104,0,18,0,67,86,18,0.0,0
37,0,75,0,38,23,37,36,0,0.0,0
51,2,78,0,50,15,27,29,2,0.0,0
52,2,87,0,52,0,35,35,0,0.0,0
37,0,77,0,30,5,40,46,6,0.0,0
37,0,103,0,18,6,66,85,18,0.0,0
45,1,85,0,44,15,40,41,2,0.0,0
47,2,87,3,46,0,40,41,0,0.0,0
45,0,81,1,44,7,36,37,2,0.0,0
45,1,83,3,44,5,38,39,2,0.0,0
51,0,83,0,52,17,31,31,0,0.0,0
37,0,103,6,20,0,66,82,16,0.0,0
47,0,88,4,46,0,41,42,0,0.0,0
37,2,80,0,18,4,43,62,20,0.0,0
37,0,78,0,6,6,168,86,44,1.0,A6
49,0,238,0,50,2,39,39,0,1.0,A2
46,3,90,6302,46,11,44,43,0,1.0,A3
46,4,81,1,46,0,35,34,0,0.0,0
46,0,89,8,537,0,43,42,0,1.0,A4
37,2,100,2,28,0,63,71,8,0.0,0
40,0,79,6,38,0,38,40,2,0.0,0
52,5,81,5,52,0,29,30,0,0.0,0
43,0,83,4,42,0,40,41,2,0.0,0
37,4,82,4,34,0,45,48,4,0.0,0
37,0,106,2,28,19,69,78,8,0.0,0
41,1,238,0,38,9,37,39,2,1.0,A2
45,1,82,3,44,0,37,38,2,0.0,0
49,0,87,1,50,0,38,38,0,0.0,0
45,0,88,3,44,4,43,44,2,0.0,0
37,0,80,0,8,24,43,72,28,0.0,0
52,2,88,0,52,2,35,424,0,1.0,A7
48,0,81,7,46,0,33,34,2,0.0,0
37,1,80,0,2,0,43,83,40,0.0,0
37,0,77,0,26,26,40,51,12,0.0,0
37,0,81,0,10,1,45,71,26,0.0,0
58,3,86,0,56,0,28,30,2,0.0,0
37,0,75,1,24,0,38,52,14,0.0,0
50,6476,77,1,50,0,27,28,0,1.0,A1
39,0,80,2,38,4,41,41,0,0.0,0
37,0,79,4,38,14,42,41,0,0.0,0
38,0,90,0,38,3,52,51,476,1.0,A8
37,0,77,1,20,5,40,56,16,0.0,0
37,1,77,0,34,13,40,43,4,0.0,0
43,0,83,1,44,25,40,39,0,0.0,0
44,0,79,2,44,12,35,35,0,0.0,0
56,0,87,1,56,10,31,30,0,0.0,0
49,1,87,0,46,11,38,41,2,0.0,0
38,0,105,0,38,3,67,66,0,0.0,0
37,0,81,0,10,2,45,71,26,0.0,0
37,1,76,2,28,6,39,47,8,0.0,0
46,0,92,9,46,0,45,45,476,1.0,A8
41,0,87,2,42,25,46,46,0,0.0,0
37,0,79,0,18,7,42,61,18,0.0,0
48,0,90,3,50,29,42,41,0,0.0,0
55,0,95,0,54,2,40,41,2,0.0,0
39,3,78,0,2,13,39,81,42,0.0,0
41,1,75,0,42,8,34,34,0,0.0,0
41,0,80,0,38,28,39,41,2,0.0,0
44,0,95,0,44,5,52,51,0,0.0,0
45,0,100,0,44,7,54,56,2,0.0,0
37,0,79,7,16,14,42,63,22,0.0,0
53,0,87,0,54,10,34,33,0,0.0,0
37,0,77,0,8,24,41,70,28,0.0,0
48,1,83,0,46,4,35,37,2,0.0,0
43,3,238,0,42,0,38,39,2,1.0,A2
41,2,78,0,42,1,37,37,0,0.0,0
37,0,77,6302,16,20,41,62,22,1.0,A3
37,0,78,0,20,7,168,57,16,1.0,A6
53,1,91,0,52,13,38,39,2,0.0,0
37,0,77,7,537,0,40,48,8,1.0,A4
37,0,80,6302,28,11,43,52,8,1.0,A3
47,3,107,0,46,0,60,60,0,0.0,0
41,0,83,2,42,1,41,41,0,0.0,0
41,1,108,0,42,10,66,66,476,1.0,A8
45,0,88,5,44,0,43,44,0,0.0,0
51,0,88,5,52,0,37,37,0,0.0,0
54,0,103,2,54,0,49,49,0,0.0,0
37,2,109,2,36,0,168,73,0,1.0,A6
41,0,97,2,38,19,56,58,2,0.0,0
37,1,79,3,36,5,42,43,2,0.0,0
37,0,95,0,16,6,58,80,22,0.0,0
48,2,84,0,46,0,37,38,2,0.0,0
37,0,77,0,26,8,41,52,10,0.0,0
41,0,89,0,42,16,48,48,0,0.0,0
56,0,81,0,54,20,25,27,2,0.0,0
45,11,81,0,44,0,36,37,2,0.0,0
41,3,86,0,38,0,45,47,2,0.0,0
39,1,80,1,38,1,41,41,0,0.0,0
37,0,81,0,36,13,43,44,2,0.0,0
51,0,77,0,50,11,168,28,2,1.0,A6
44,2,93,3,44,0,49,50,0,0.0,0
51,0,77,0,52,13,26,26,0,0.0,0
52,1,77,0,52,0,25,26,0,0.0,0
37,0,84,0,30,19,47,53,476,1.0,A8
45,0,83,0,44,14,37,39,2,0.0,0
43,0,81,1,42,5,37,39,2,0.0,0
45,4,82,0,44,0,37,38,2,0.0,0
45,4,86,0,46,25,41,40,0,0.0,0
37,0,78,0,26,0,41,52,12,0.0,0
51,0,83,0,50,7,32,34,2,0.0,0
46,4,88,0,46,0,42,42,0,0.0,0
37,0,80,0,16,15,43,65,22,0.0,0
44,6476,81,5,42,16,37,39,2,1.0,A1
55,0,82,0,54,6,26,28,2,0.0,0
47,4,77,0,46,0,30,31,0,0.0,0
45,0,75,0,44,0,30,31,0,0.0,0
42,3,81,4,42,0,39,39,0,0.0,0
42,3,81,0,42,0,38,39,2,0.0,0
53,2,86,0,52,3,33,34,2,0.0,0
37,0,76,0,26,3,39,50,12,0.0,0
48,3,88,0,46,0,40,41,2,0.0,0
37,0,106,0,24,2,69,82,14,0.0,0
56,1,86,0,56,5,31,30,0,0.0,0
108,0,76,0,34,19,39,42,2,1.0,A0
44,0,86,4,44,1,43,42,0,0.0,0
40,0,88,0,38,0,47,49,2,0.0,0
45,0,82,1,44,2,37,38,0,0.0,0
43,1,77,2,42,0,34,35,2,0.0,0
46,4,76,2,46,4,30,30,0,0.0,0
39,1,81,1,38,0,41,424,0,1.0,A7
37,0,77,0,30,30,41,46,6,0.0,0
37,0,83,0,30,0,47,52,6,0.0,0
108,0,94,0,12,20,57,81,24,1.0,A0
43,0,85,0,44,28,42,41,0,0.0,0
37,0,74,0,30,7,37,43,6,0.0,0
43,1,86,0,44,15,43,42,0,0.0,0
46,0,85,2,46,7,39,39,0,0.0,0
37,2,99,6,28,0,62,71,8,0.0,0
53,0,86,0,52,3,33,34,2,0.0,0
52,1,83,5,52,0,168,31,0,1.0,A6
37,3,77,0,22,13,40,101,60,0.0,0
46,0,238,5,46,0,45,45,0,1.0,A2
46,0,109,0,44,24,64,66,2,0.0,0
37,0,100,0,36,0,63,64,2,0.0,0
37,0,83,0,16,4,47,68,22,0.0,0
43,0,77,0,42,6,34,35,2,0.0,0
46,4,80,1,46,0,34,34,0,0.0,0
46,3,76,0,46,7,30,29,0,0.0,0
38,0,93,0,30,9,55,62,476,1.0,A8
45,0,87,0,44,3,42,43,2,0.0,0
53,0,88,0,54,7,35,33,0,0.0,0
51,4,109,0,52,0,58,57,0,0.0,0
50,4,83,0,50,0,33,34,0,0.0,0
49,0,88,6302,50,17,39,39,0,1.0,A3
53,0,88,6,52,5,35,36,2,0.0,0
37,0,106,0,36,13,68,424,2,1.0,A7
37,0,75,0,24,26,38,52,14,0.0,0
39,3,82,0,38,24262,43,43,0,1.0,A5
37,0,76,0,24,14,40,53,14,0.0,0
56,0,78,3,56,14,22,21,0,0.0,0
56,1,95,2,54,26,40,41,2,0.0,0
108,1,86,0,44,6,42,42,0,1.0,A0
41,1,83,0,42,1,41,41,0,0.0,0
37,0,97,0,30,30,60,66,6,0.0,0
43,6476,76,0,44,31,32,32,0,1.0,A1
45,0,81,0,46,5,35,34,0,0.0,0
55,0,96,0,54,1,41,42,476,1.0,A8
50,0,78,0,50,0,28,29,2,0.0,0
45,5,86,6302,44,0,40,42,2,1.0,A3
49,0,77,0,50,17,28,28,0,0.0,0
45,0,86,0,46,10,41,40,0,0.0,0
37,0,81,0,20,2,44,60,16,0.0,0
37,0,78,6302,12,6,42,65,24,1.0,A3
46,1,79,1,46,0,33,32,0,0.0,0
37,0,80,0,24,16,43,57,14,0.0,0
41,0,89,0,38,19,48,50,2,0.0,0
44,0,83,0,44,5,40,39,0,0.0,0
41,0,108,0,42,1,66,66,0,0.0,0
37,0,77,0,24,27,40,54,14,0.0,0
41,0,108,5,38,8,67,69,2,0.0,0
37,0,76,0,34,9,168,43,2,1.0,A6
51,0,81,1,52,0,30,30,0,0.0,0
40,3,97,6302,38,0,57,59,2,1.0,A3
41,0,89,0,42,24,48,424,0,1.0,A7
41,3,80,1,42,24262,39,39,0,1.0,A5
51,1,81,0,50,2,30,32,2,0.0,0
49,0,95,0,50,13,46,46,0,0.0,0
37,0,79,0,28,10,42,51,8,0.0,0
45,2,84,0,44,0,40,41,2,0.0,0
56,0,86,0,54,30,168,32,2,1.0,A6
46,5,86,1,46,2,40,40,0,0.0,0
44,0,99,1,44,18,56,55,0,0.0,0
37,2,76,0,38,31,39,37,0,0.0,0
48,1,83,1,46,4,35,37,2,0.0,0
41,6476,86,0,42,0,45,44,0,1.0,A1
45,0,83,0,44,18,37,39,2,0.0,0
48,2,83,6,46,9,35,37,2,0.0,0
37,4,79,0,26,4,41,424,12,1.0,A7
37,0,77,0,36,2,40,424,2,1.0,A7
41,0,84,5,38,7,43,45,2,0.0,0
43,3,83,0,42,0,40,41,2,0.0,0
44,0,81,0,44,0,37,37,0,0.0,0
49,0,86,2,46,18,38,40,2,0.0,0
37,0,83,0,16,13,46,67,22,0.0,0
40,1,76,1,38,0,35,37,2,0.0,0
37,3,79,0,18,0,41,61,20,0.0,0
55,1,84,0,54,0,29,30,0,0.0,0
37,0,82,0,36,10,168,46,0,1.0,A6
53,4,238,0,54,6,35,34,0,1.0,A2
37,0,77,0,18,0,41,59,18,0.0,0
43,0,83,1,42,10,39,41,2,0.0,0
58,0,84,0,56,2,25,27,2,0.0,0
46,0,83,4,46,14,37,37,0,0.0,0
56,0,96,0,56,18,40,39,0,0.0,0
41,4,83,0,42,7,41,41,0,0.0,0
41,1,78,0,42,5,37,37,0,0.0,0
43,0,85,0,44,18,42,424,0,1.0,A7
45,0,86,1,44,4,40,42,2,0.0,0
40,4,79,0,38,0,168,40,2,1.0,A6
55,4,86,6302,54,6,31,32,2,1.0,A3
37,1,90,0,24,24262,52,66,14,1.0,A5
44,5,86,0,44,9,43,42,0,0.0,0
41,1,78,1,42,1,37,37,0,0.0,0
37,0,81,4,28,0,45,53,8,0.0,0
40,1,89,4,38,0,49,50,2,0.0,0
45,0,90,0,44,4,45,46,2,0.0,0
47,0,79,6,46,0,32,32,0,0.0,0
56,0,107,3,56,0,51,50,0,0.0,0
58,2,97,0,56,0,39,40,0,0.0,0
55,1,86,0,54,0,32,32,0,0.0,0
49,1,111,0,50,9,62,62,0,0.0,0
53,4,77,0,54,1,24,23,0,0.0,0
37,9,106,2,36,0,69,69,0,0.0,0
37,0,76,1,20,2,40,55,16,0.0,0
43,0,80,0,44,28,37,36,0,0.0,0
43,0,77,0,44,29,34,33,0,0.0,0
41,0,76,0,42,7,35,35,0,0.0,0
40,4,97,0,38,0,57,59,2,0.0,0
45,1,81,0,44,0,36,37,0,0.0,0
37,4,106,0,30,2377,69,75,6,0.0,0
38,0,92,0,24,3,54,69,14,0.0,0
38,0,76,0,537,21,38,40,2,1.0,A4
45,2,76,0,44,2,31,32,2,0.0,0
48,0,87,4,46,0,39,41,2,0.0,0
37,0,81,0,30,30,45,50,6,0.0,0
45,0,83,4,44,0,38,39,2,0.0,0
37,0,107,0,26,0,69,81,12,0.0,0
45,4,76,0,44,1,31,32,2,0.0,0
43,0,86,0,44,24,42,42,0,0.0,0
37,0,94,0,34,6,57,61,4,0.0,0
38,0,96,0,36,24,58,60,2,0.0,0
47,5,79,0,46,0,32,33,0,0.0,0
55,0,82,1,54,134,26,28,2,0.0,0
43,6476,89,1,42,0,46,48,2,1.0,A1
44,0,81,2,44,1,37,37,0,0.0,0
47,2,83,1,46,0,37,37,476,1.0,A8
37,5,77,0,38,5,39,38,0,0.0,0
46,4,84,0,46,0,38,38,0,0.0,0
108,1,77,0,44,13,31,33,2,1.0,A0
40,0,86,0,38,6,46,48,2,0.0,0
41,1,86,0,38,5,46,48,2,0.0,0
49,0,78,5,50,0,29,424,0,1.0,A7
44,1,81,0,44,24,37,37,0,0.0,0
38,0,106,0,38,11,68,67,0,0.0,0
56,1,86,0,56,0,168,30,0,1.0,A6
45,0,108,0,46,23,62,61,0,0.0,0
48,6476,88,0,46,0,39,41,2,1.0,A1
37,0,95,0,10,6,57,84,28,0.0,0
38,0,105,2,38,4,67,66,0,0.0,0
55,0,81,0,54,2,25,26,2,0.0,0
44,0,81,0,44,6,37,37,0,0.0,0
45,1,83,0,44,24,37,424,2,1.0,A7
49,4,84,0,50,0,35,35,0,0.0,0
39,6476,81,1,38,0,42,43,0,1.0,A1
37,6476,75,0,20,19,38,54,16,1.0,A1
49,2,83,1,537,17,34,36,2,1.0,A4
37,0,83,0,2,15,47,86,40,0.0,0
41,0,86,0,42,12,45,44,0,0.0,0
37,0,77,0,12,6,40,64,24,0.0,0
37,0,238,0,2,21,42,81,40,1.0,A2
37,0,97,0,34,7,60,64,4,0.0,0
37,1,76,3,34,6,40,43,2,0.0,0
43,0,76,0,42,21,33,35,2,0.0,0
44,0,87,0,44,3,43,43,0,0.0,0
40,3,76,0,38,0,35,37,2,0.0,0
43,3,81,0,42,22,38,40,2,0.0,0
43,0,88,0,44,25,44,44,476,1.0,A8
37,0,81,0,30,29,45,50,6,0.0,0
41,1,86,0,38,23,45,48,476,1.0,A8
48,2,87,0,46,8,39,41,2,0.0,0
38,3,79,0,38,0,41,41,0,0.0,0
45,0,77,3,44,0,32,33,2,0.0,0
37,2,76,0,36,17,39,40,2,0.0,0
37,0,76,5,34,0,40,43,2,0.0,0
37,0,79,5,2,0,43,77,34,0.0,0
59,0,86,0,60,2,28,27,0,0.0,0
63,1,110,0,62,0,47,48,0,0.0,0
49,0,79,4,50,0,30,30,0,0.0,0
41,5,238,0,42,18,46,45,0,1.0,A2
44,0,79,4,44,19,35,35,0,0.0,0
37,3,77,0,36,0,39,41,2,0.0,0
46,0,76,2,46,3,30,29,0,0.0,0
42,1,76,2,42,0,34,35,0,0.0,0
37,1,78,0,36,22,41,42,2,0.0,0
108,1,77,5,44,8,32,33,0,1.0,A0
43,3,86,0,42,0,43,44,2,0.0,0
43,0,84,0,42,4,41,43,2,0.0,0
45,0,82,0,46,26,37,35,0,0.0,0
46,4,84,0,537,1,38,37,0,1.0,A4
45,0,82,6,44,0,37,38,0,0.0,0
37,0,83,0,2,9,46,80,34,0.0,0
42,4,78,0,42,1,37,37,0,0.0,0
46,0,77,7,46,9,31,30,0,0.0,0
47,2,84,2,46,4,37,37,0,0.0,0
45,1,87,0,46,17,42,41,0,0.0,0
47,6476,95,0,46,0,49,49,0,1.0,A1
37,0,82,0,10,13,45,72,26,0.0,0
37,0,79,0,24,3,42,55,14,0.0,0
41,0,88,4,42,26,47,46,0,0.0,0
37,0,74,0,28,9,38,46,8,0.0,0
44,1,76,3,44,10,32,32,0,0.0,0
44,0,76,1,42,30,32,34,2,0.0,0
46,0,87,2,46,4,41,41,0,0.0,0
41,6,78,5,42,7,37,37,0,0.0,0
39,4,79,3,38,0,40,40,0,0.0,0
40,0,97,6,38,0,57,58,2,0.0,0
43,0,79,0,44,18,36,35,0,0.0,0
51,4,79,0,50,15,27,30,2,0.0,0
37,0,77,0,28,4,40,48,8,0.0,0
46,3,108,0,46,11,62,61,0,0.0,0
56,0,82,0,56,2,26,25,0,0.0,0
37,0,104,2,28,9,67,75,8,0.0,0
37,0,94,0,8,19,57,86,30,0.0,0
38,0,91,0,6,0,53,86,34,0.0,0
41,0,238,0,38,8,41,43,2,1.0,A2
44,0,238,8,44,9,38,37,0,1.0,A2
56,4,95,0,54,0,40,41,2,0.0,0
43,0,80,0,44,10,37,36,0,0.0,0
49,0,88,0,46,23,40,42,476,1.0,A8
37,0,79,0,30,11,43,48,6,0.0,0
44,0,83,0,44,17,39,39,0,0.0,0
37,2,80,0,6,0,43,75,32,0.0,0
49,3,78,0,46,13,29,32,2,0.0,0
48,1,84,0,46,0,36,424,2,1.0,A7
37,1,82,2,38,9,45,43,0,0.0,0
37,0,76,6,24,12,39,53,14,0.0,0
46,4,77,0,44,22,32,34,2,0.0,0
52,5,81,0,52,0,29,30,0,0.0,0
37,0,103,0,20,3,66,82,16,0.0,0
37,0,80,0,16,7,43,65,22,0.0,0
37,0,76,0,28,14,40,424,8,1.0,A7
44,0,81,7,44,0,38,37,0,0.0,0
42,1,86,3,42,0,44,44,0,0.0,0
37,0,76,0,20,30,39,55,16,0.0,0
49,0,88,4,50,0,39,39,0,0.0,0
52,4,79,0,52,1,26,27,0,0.0,0
56,0,95,0,54,26,39,41,2,0.0,0
56,3,87,7,56,1,168,30,0,1.0,A6
49,0,83,0,46,14,34,36,2,0.0,0
43,3,86,3,42,0,43,45,2,0.0,0
49,2,83,6302,50,17,34,33,0,1.0,A3
45,2,81,0,46,11,35,34,0,0.0,0
53,0,81,0,54,3,28,26,0,0.0,0
41,1,86,0,42,26,46,45,0,0.0,0
46,0,81,3,46,8,35,34,0,0.0,0
53,0,81,0,52,23,28,424,2,1.0,A7
37,0,107,0,30,24,69,76,6,0.0,0
53,3,102,0,54,0,49,48,0,0.0,0
56,1,82,0,54,6,26,28,2,0.0,0
37,0,82,0,38,7,45,43,0,0.0,0
51,4,88,0,52,0,36,36,0,0.0,0
49,5,77,0,50,7,28,28,0,0.0,0
43,0,87,5,42,5,44,46,2,0.0,0
50,1,81,3,50,0,32,32,0,0.0,0
39,4,82,0,38,0,43,43,0,0.0,0
51,0,79,4,52,1,27,27,0,0.0,0
50,1,111,1,50,0,61,62,0,0.0,0
37,3,77,2,36,0,39,41,2,0.0,0
41,0,82,0,42,24,41,41,0,0.0,0
39,0,106,5,38,0,68,67,0,0.0,0
37,0,76,2,30,25,40,424,6,1.0,A7
37,0,238,6,10,0,43,69,26,1.0,A2
37,0,79,7,36,17,42,43,2,0.0,0
37,0,84,0,28,3,47,55,8,0.0,0
37,0,78,2,12,14,42,65,24,0.0,0
37,0,76,0,36,25,39,39,0,0.0,0
51,3,77,0,50,10,27,28,2,0.0,0
